word,Usage Count in Current Curriculum,Usage Count in Draft Curriculum,Percent of total words in Current Curriculum,Percent of total words in Draft Curriculum,Percent change from Current to Draft Curriculum
experiences,157,119,0.001891338392964703,0.0008828089645912001,-0.5332358461737866
plant,21,16,0.00025298156848572464,0.0001186970036425143,-0.530807701315947
athens,13,10,0.00015660763763402,7.418562727657143e-05,-0.5262962369055235
emphasis,26,20,0.00031321527526804,0.00014837125455314287,-0.5262962369055235
points,48,37,0.0005782435851102277,0.0002744868209233143,-0.5253093540657434
context,57,44,0.0006866642573183953,0.0003264167600169143,-0.5246341184385253
adapt,9,7,0.00010842067220816769,5.1929939093600006e-05,-0.5210328617600293
introduced,9,7,0.00010842067220816769,5.1929939093600006e-05,-0.5210328617600293
suggest,9,7,0.00010842067220816769,5.1929939093600006e-05,-0.5210328617600293
albertas,18,14,0.00021684134441633538,0.00010385987818720001,-0.5210328617600293
original,18,14,0.00021684134441633538,0.00010385987818720001,-0.5210328617600293
tables,18,14,0.00021684134441633538,0.00010385987818720001,-0.5210328617600293
things,69,54,0.0008312251535959523,0.00040060238729348576,-0.518057910590837
books,14,11,0.00016865437899048308,8.160419000422858e-05,-0.5161454419820705
primary,14,11,0.00016865437899048308,8.160419000422858e-05,-0.5161454419820705
titles,14,11,0.00016865437899048308,8.160419000422858e-05,-0.5161454419820705
marks,19,15,0.00022888808577279846,0.00011127844091485716,-0.5138303484030372
seasonal,19,15,0.00022888808577279846,0.00011127844091485716,-0.5138303484030372
national,24,19,0.00028912179255511386,0.00014095269182548572,-0.5124798771486013
information,322,255,0.003879050716781111,0.0018917334955525717,-0.5123205047645374
achievement,5,4,6.0233706782315383e-05,2.9674250910628575e-05,-0.5073480863817444
authority,5,4,6.0233706782315383e-05,2.9674250910628575e-05,-0.5073480863817444
careful,5,4,6.0233706782315383e-05,2.9674250910628575e-05,-0.5073480863817444
emerging,5,4,6.0233706782315383e-05,2.9674250910628575e-05,-0.5073480863817444
float,5,4,6.0233706782315383e-05,2.9674250910628575e-05,-0.5073480863817444
foreground,5,4,6.0233706782315383e-05,2.9674250910628575e-05,-0.5073480863817444
moons,5,4,6.0233706782315383e-05,2.9674250910628575e-05,-0.5073480863817444
navigate,5,4,6.0233706782315383e-05,2.9674250910628575e-05,-0.5073480863817444
passages,5,4,6.0233706782315383e-05,2.9674250910628575e-05,-0.5073480863817444
plans,5,4,6.0233706782315383e-05,2.9674250910628575e-05,-0.5073480863817444
powerful,5,4,6.0233706782315383e-05,2.9674250910628575e-05,-0.5073480863817444
realities,5,4,6.0233706782315383e-05,2.9674250910628575e-05,-0.5073480863817444
territory,5,4,6.0233706782315383e-05,2.9674250910628575e-05,-0.5073480863817444
bias,10,8,0.00012046741356463077,5.934850182125715e-05,-0.5073480863817444
interpreting,10,8,0.00012046741356463077,5.934850182125715e-05,-0.5073480863817444
investigating,10,8,0.00012046741356463077,5.934850182125715e-05,-0.5073480863817444
possibilities,10,8,0.00012046741356463077,5.934850182125715e-05,-0.5073480863817444
designed,15,12,0.00018070112034694616,8.902275273188572e-05,-0.5073480863817444
interpretations,15,12,0.00018070112034694616,8.902275273188572e-05,-0.5073480863817444
confidence,20,16,0.00024093482712926153,0.0001186970036425143,-0.5073480863817444
effects,60,48,0.0007228044813877846,0.0003560910109275429,-0.5073480863817444
goals,37,30,0.00044572943018913384,0.0002225568818297143,-0.5006906280896058
lifelong,11,9,0.00013251415492109386,6.676706454891429e-05,-0.4961514519813296
parents,11,9,0.00013251415492109386,6.676706454891429e-05,-0.4961514519813296
viewpoints,11,9,0.00013251415492109386,6.676706454891429e-05,-0.4961514519813296
composition,33,27,0.00039754246476328154,0.00020030119364674288,-0.49615145198132954
making,99,81,0.0011926273942898446,0.0006009035809402286,-0.49615145198132954
identify,412,343,0.004963257438862788,0.0025445670155864004,-0.4873191554276041
nature,42,35,0.0005059631369714493,0.000259649695468,-0.4868209233143172
choosing,6,5,7.228044813877847e-05,3.709281363828572e-05,-0.48682092331431714
correctly,6,5,7.228044813877847e-05,3.709281363828572e-05,-0.48682092331431714
course,6,5,7.228044813877847e-05,3.709281363828572e-05,-0.48682092331431714
flying,6,5,7.228044813877847e-05,3.709281363828572e-05,-0.48682092331431714
gained,6,5,7.228044813877847e-05,3.709281363828572e-05,-0.48682092331431714
linked,6,5,7.228044813877847e-05,3.709281363828572e-05,-0.48682092331431714
organizations,6,5,7.228044813877847e-05,3.709281363828572e-05,-0.48682092331431714
priorities,6,5,7.228044813877847e-05,3.709281363828572e-05,-0.48682092331431714
stability,6,5,7.228044813877847e-05,3.709281363828572e-05,-0.48682092331431714
finding,12,10,0.00014456089627755693,7.418562727657143e-05,-0.48682092331431714
respond,54,45,0.0006505240332490062,0.00033383532274457146,-0.48682092331431714
building,36,30,0.00043368268883267077,0.0002225568818297143,-0.4868209233143171
forms,137,115,0.0016504035658354416,0.0008531347136805715,-0.48307509063777926
qualities,25,21,0.00030116853391157694,0.0001557898172808,-0.4827154907008317
apply,144,121,0.001734730755330683,0.0008976460900465144,-0.48254443100860306
abilities,13,11,0.00015660763763402,8.160419000422858e-05,-0.47892586059607584
values,46,39,0.0005541501023973016,0.0002893239463786286,-0.47789606980674004
work,74,63,0.0008914588603782677,0.00046736945184240006,-0.4757251594940861
measurement,27,23,0.0003252620166245031,0.0001706269427361143,-0.47541694383241306
family,34,29,0.0004095892061197446,0.00021513831910205717,-0.4747461215099481
presentations,21,18,0.00025298156848572464,0.00013353412909782858,-0.47215866398044054
customs,7,6,8.432718949524154e-05,4.451137636594286e-05,-0.4721586639804405
paragraphs,7,6,8.432718949524154e-05,4.451137636594286e-05,-0.4721586639804405
printing,7,6,8.432718949524154e-05,4.451137636594286e-05,-0.4721586639804405
quotation,7,6,8.432718949524154e-05,4.451137636594286e-05,-0.4721586639804405
allow,14,12,0.00016865437899048308,8.902275273188572e-05,-0.4721586639804405
regarding,14,12,0.00016865437899048308,8.902275273188572e-05,-0.4721586639804405
image,15,13,0.00018070112034694616,9.644131545954287e-05,-0.4662937602468898
access,30,26,0.0003614022406938923,0.00019288263091908573,-0.4662937602468898
environment,91,79,0.00109625346343814,0.0005860664554849143,-0.4653914673648051
rights,38,33,0.0004577761715455969,0.0002448125700126857,-0.465213383243341
languages,23,20,0.0002770750511986508,0.00014837125455314287,-0.46450878954537445
broaden,8,7,9.637393085170462e-05,5.1929939093600006e-05,-0.46116196948003296
implement,8,7,9.637393085170462e-05,5.1929939093600006e-05,-0.46116196948003296
options,8,7,9.637393085170462e-05,5.1929939093600006e-05,-0.46116196948003296
summarize,8,7,9.637393085170462e-05,5.1929939093600006e-05,-0.46116196948003296
unlike,8,7,9.637393085170462e-05,5.1929939093600006e-05,-0.46116196948003296
organize,56,49,0.0006746175159619323,0.00036350957365520004,-0.46116196948003296
actions,57,50,0.0006866642573183953,0.0003709281363828572,-0.4598114982255969
identifying,25,22,0.00030116853391157694,0.00016320838000845716,-0.4580828950199189
variables,17,15,0.0002047946030598723,0.00011127844091485716,-0.45663391880339455
specific,103,91,0.001240814359715697,0.0006750892082168001,-0.4559305322905187
achieved,9,8,0.00010842067220816769,5.934850182125715e-05,-0.4526089848686049
phonics,9,8,0.00010842067220816769,5.934850182125715e-05,-0.4526089848686049
rectangles,9,8,0.00010842067220816769,5.934850182125715e-05,-0.4526089848686049
strategy,9,8,0.00010842067220816769,5.934850182125715e-05,-0.4526089848686049
useful,9,8,0.00010842067220816769,5.934850182125715e-05,-0.4526089848686049
young,9,8,0.00010842067220816769,5.934850182125715e-05,-0.4526089848686049
order,72,64,0.0008673653776653415,0.0004747880145700572,-0.4526089848686049
view,64,57,0.0007709914468136369,0.0004228580754764572,-0.4515398617921764
address,19,17,0.00022888808577279846,0.00012611556637017143,-0.4490077281901089
given,57,51,0.0006866642573183953,0.0003783466991105143,-0.44900772819010887
process,79,71,0.0009516925671605831,0.0005267179536636572,-0.4465461097010104
define,10,9,0.00012046741356463077,6.676706454891429e-05,-0.4457665971794625
eating,10,9,0.00012046741356463077,6.676706454891429e-05,-0.4457665971794625
immigrants,10,9,0.00012046741356463077,6.676706454891429e-05,-0.4457665971794625
inferences,10,9,0.00012046741356463077,6.676706454891429e-05,-0.4457665971794625
polygons,10,9,0.00012046741356463077,6.676706454891429e-05,-0.4457665971794625
retell,10,9,0.00012046741356463077,6.676706454891429e-05,-0.4457665971794625
images,31,28,0.0003734489820503554,0.00020771975637440002,-0.443780097527776
contributions,21,19,0.00025298156848572464,0.00014095269182548572,-0.4428341453126872
plot,21,19,0.00025298156848572464,0.00014095269182548572,-0.4428341453126872
confederation,11,10,0.00013251415492109386,7.418562727657143e-05,-0.44016827997925506
reduce,11,10,0.00013251415492109386,7.418562727657143e-05,-0.44016827997925506
requirements,11,10,0.00013251415492109386,7.418562727657143e-05,-0.44016827997925506
belonging,22,20,0.0002650283098421877,0.00014837125455314287,-0.44016827997925506
attention,12,11,0.00014456089627755693,8.160419000422858e-05,-0.43550301564574884
encountered,12,11,0.00014456089627755693,8.160419000422858e-05,-0.43550301564574884
followed,12,11,0.00014456089627755693,8.160419000422858e-05,-0.43550301564574884
interest,36,33,0.00043368268883267077,0.0002448125700126857,-0.43550301564574884
examples,48,44,0.0005782435851102277,0.0003264167600169143,-0.43550301564574884
setting,25,23,0.00030116853391157694,0.0001706269427361143,-0.43345029933900614
habits,13,12,0.00015660763763402,8.902275273188572e-05,-0.4315554842866282
control,26,24,0.00031321527526804,0.00017804550546377145,-0.4315554842866282
management,14,13,0.00016865437899048308,9.644131545954287e-05,-0.4281718859788105
make,155,144,0.0018672449102517768,0.0010682730327826286,-0.42788810031428387
effective,44,41,0.0005300566196843754,0.0003041610718339429,-0.42617248697873644
solutions,15,14,0.00018070112034694616,0.00010385987818720001,-0.42523943411203513
students,529,495,0.006372726177568968,0.003672188550190286,-0.42376489309773985
ability,50,47,0.0006023370678231539,0.00034867244819988575,-0.42113400149854974
life,154,145,0.0018551981688953137,0.0010756915955102858,-0.42017428997851414
families,22,21,0.0002650283098421877,0.0001557898172808,-0.4121766939782178
models,22,21,0.0002650283098421877,0.0001557898172808,-0.4121766939782178
predict,22,21,0.0002650283098421877,0.0001557898172808,-0.4121766939782178
members,25,24,0.00030116853391157694,0.00017804550546377145,-0.40881770365809333
without,27,26,0.0003252620166245031,0.00019288263091908573,-0.4069930669409887
continue,28,27,0.00033730875798096616,0.00020030119364674288,-0.4061784969779955
involving,28,27,0.00033730875798096616,0.00020030119364674288,-0.4061784969779955
thinking,59,57,0.0007107577400313215,0.0004228580754764572,-0.4050601890626998
interpret,63,62,0.0007589447054571738,0.0004599508891147429,-0.3939599475330982
arts,134,132,0.0016142633417660522,0.0009792502800507429,-0.3933763750222972
ideas,338,333,0.00407179857848452,0.002470381388309829,-0.3932947957289973
arrangements,6,6,7.228044813877847e-05,4.451137636594286e-05,-0.3841851079771806
becoming,6,6,7.228044813877847e-05,4.451137636594286e-05,-0.3841851079771806
beginnings,6,6,7.228044813877847e-05,4.451137636594286e-05,-0.3841851079771806
encouraged,6,6,7.228044813877847e-05,4.451137636594286e-05,-0.3841851079771806
endings,6,6,7.228044813877847e-05,4.451137636594286e-05,-0.3841851079771806
fact,6,6,7.228044813877847e-05,4.451137636594286e-05,-0.3841851079771806
focusing,6,6,7.228044813877847e-05,4.451137636594286e-05,-0.3841851079771806
justice,6,6,7.228044813877847e-05,4.451137636594286e-05,-0.3841851079771806
likely,6,6,7.228044813877847e-05,4.451137636594286e-05,-0.3841851079771806
protection,6,6,7.228044813877847e-05,4.451137636594286e-05,-0.3841851079771806
refer,6,6,7.228044813877847e-05,4.451137636594286e-05,-0.3841851079771806
surfaces,6,6,7.228044813877847e-05,4.451137636594286e-05,-0.3841851079771806
look,11,11,0.00013251415492109386,8.160419000422858e-05,-0.3841851079771806
providing,11,11,0.00013251415492109386,8.160419000422858e-05,-0.3841851079771806
rhymes,11,11,0.00013251415492109386,8.160419000422858e-05,-0.3841851079771806
symbol,17,17,0.0002047946030598723,0.00012611556637017143,-0.3841851079771806
audiences,21,21,0.00025298156848572464,0.0001557898172808,-0.3841851079771806
operations,21,21,0.00025298156848572464,0.0001557898172808,-0.3841851079771806
backward,5,5,6.0233706782315383e-05,3.709281363828572e-05,-0.38418510797718053
continues,5,5,6.0233706782315383e-05,3.709281363828572e-05,-0.38418510797718053
exclamation,5,5,6.0233706782315383e-05,3.709281363828572e-05,-0.38418510797718053
flexible,5,5,6.0233706782315383e-05,3.709281363828572e-05,-0.38418510797718053
initial,5,5,6.0233706782315383e-05,3.709281363828572e-05,-0.38418510797718053
networks,5,5,6.0233706782315383e-05,3.709281363828572e-05,-0.38418510797718053
occupations,5,5,6.0233706782315383e-05,3.709281363828572e-05,-0.38418510797718053
producing,5,5,6.0233706782315383e-05,3.709281363828572e-05,-0.38418510797718053
promotes,5,5,6.0233706782315383e-05,3.709281363828572e-05,-0.38418510797718053
purposeful,5,5,6.0233706782315383e-05,3.709281363828572e-05,-0.38418510797718053
unsafe,5,5,6.0233706782315383e-05,3.709281363828572e-05,-0.38418510797718053
consistent,7,7,8.432718949524154e-05,5.1929939093600006e-05,-0.38418510797718053
root,7,7,8.432718949524154e-05,5.1929939093600006e-05,-0.38418510797718053
emphasize,8,8,9.637393085170462e-05,5.934850182125715e-05,-0.38418510797718053
perpendicular,8,8,9.637393085170462e-05,5.934850182125715e-05,-0.38418510797718053
roots,8,8,9.637393085170462e-05,5.934850182125715e-05,-0.38418510797718053
trying,8,8,9.637393085170462e-05,5.934850182125715e-05,-0.38418510797718053
unity,8,8,9.637393085170462e-05,5.934850182125715e-05,-0.38418510797718053
connecting,9,9,0.00010842067220816769,6.676706454891429e-05,-0.38418510797718053
detail,10,10,0.00012046741356463077,7.418562727657143e-05,-0.38418510797718053
table,10,10,0.00012046741356463077,7.418562727657143e-05,-0.38418510797718053
curriculum,13,13,0.00015660763763402,9.644131545954287e-05,-0.38418510797718053
iroquois,14,14,0.00016865437899048308,0.00010385987818720001,-0.38418510797718053
schools,15,15,0.00018070112034694616,0.00011127844091485716,-0.38418510797718053
technologies,19,19,0.00022888808577279846,0.00014095269182548572,-0.38418510797718053
conclusions,25,25,0.00030116853391157694,0.0001854640681914286,-0.38418510797718053
animal,28,28,0.00033730875798096616,0.00020771975637440002,-0.38418510797718053
engage,35,35,0.0004216359474762077,0.000259649695468,-0.38418510797718053
responsibility,38,38,0.0004577761715455969,0.00028190538365097144,-0.38418510797718053
research,60,60,0.0007228044813877846,0.0004451137636594286,-0.38418510797718053
positive,67,68,0.0008071316708830261,0.0005044622654806857,-0.37499384093206384
connections,52,53,0.00062643055053608,0.0003931838245658286,-0.37234251389981865
subtraction,48,49,0.0005782435851102277,0.00036350957365520004,-0.3713556310600385
light,41,42,0.0004939163956149861,0.0003115796345616,-0.3691652325619898
clarify,30,31,0.0003614022406938923,0.00022997544455737146,-0.3636579449097532
importance,23,24,0.0002770750511986508,0.00017804550546377145,-0.3574105474544493
describe,227,237,0.0027346102879171183,0.001758199366454743,-0.35705669863696815
main,44,46,0.0005300566196843754,0.0003412538854722286,-0.35619352197614335
role,44,46,0.0005300566196843754,0.0003412538854722286,-0.35619352197614335
personal,203,215,0.0024454884953620045,0.0015949909864462859,-0.34778225721721084
purpose,75,80,0.0009035056017347307,0.0005934850182125715,-0.34313078184232587
peoples,40,43,0.00048186965425852307,0.00031899819728925717,-0.33799899107546905
analyze,79,85,0.0009516925671605831,0.0006305778318508572,-0.3374143566843082
groups,74,80,0.0008914588603782677,0.0005934850182125715,-0.3342541707861411
dynamic,12,13,0.00014456089627755693,9.644131545954287e-05,-0.3328672003086123
interaction,12,13,0.00014456089627755693,9.644131545954287e-05,-0.3328672003086123
motion,12,13,0.00014456089627755693,9.644131545954287e-05,-0.3328672003086123
angles,24,26,0.00028912179255511386,0.00019288263091908573,-0.3328672003086123
stories,96,104,0.0011564871702204554,0.0007715305236763429,-0.3328672003086123
diverse,35,38,0.0004216359474762077,0.00028190538365097144,-0.3314009743752246
classify,11,12,0.00013251415492109386,8.902275273188572e-05,-0.32820193597510605
readers,11,12,0.00013251415492109386,8.902275273188572e-05,-0.32820193597510605
sing,11,12,0.00013251415492109386,8.902275273188572e-05,-0.32820193597510605
related,94,103,0.0011323936875075292,0.0007641119609486858,-0.3252241076771233
knowledge,144,158,0.001734730755330683,0.0011721329109698286,-0.3243142156971842
encourage,10,11,0.00012046741356463077,8.160419000422858e-05,-0.32260361877489857
parallel,10,11,0.00012046741356463077,8.160419000422858e-05,-0.32260361877489857
texts,228,251,0.0027466570292735814,0.001862059244641943,-0.3220634302731241
clothing,9,10,0.00010842067220816769,7.418562727657143e-05,-0.31576123108575616
dramatization,9,10,0.00010842067220816769,7.418562727657143e-05,-0.31576123108575616
grow,9,10,0.00010842067220816769,7.418562727657143e-05,-0.31576123108575616
organizing,9,10,0.00010842067220816769,7.418562727657143e-05,-0.31576123108575616
thought,9,10,0.00010842067220816769,7.418562727657143e-05,-0.31576123108575616
results,18,20,0.00021684134441633538,0.00014837125455314287,-0.31576123108575616
patterns,142,158,0.0017106372726177568,0.0011721329109698286,-0.3147975145098206
multiplication,61,68,0.0007348512227442476,0.0005044622654806857,-0.31351782528603733
task,17,19,0.0002047946030598723,0.00014095269182548572,-0.3117362971509665
throughout,34,38,0.0004095892061197446,0.00028190538365097144,-0.3117362971509665
society,41,46,0.0004939163956149861,0.0003412538854722286,-0.30908573090122693
agriculture,8,9,9.637393085170462e-05,6.676706454891429e-05,-0.30720824647432815
observing,8,9,9.637393085170462e-05,6.676706454891429e-05,-0.30720824647432815
taken,8,9,9.637393085170462e-05,6.676706454891429e-05,-0.30720824647432815
five,24,27,0.00028912179255511386,0.00020030119364674288,-0.3072082464743281
tell,24,27,0.00028912179255511386,0.00020030119364674288,-0.3072082464743281
provide,54,61,0.0006505240332490062,0.00045253232638708577,-0.3043572516038521
predictions,23,26,0.0002770750511986508,0.00019288263091908573,-0.3038614264089867
intended,15,17,0.00018070112034694616,0.00012611556637017143,-0.3020764557074713
meet,22,25,0.0002650283098421877,0.0001854640681914286,-0.3002103499740688
content,29,33,0.00034935549933742924,0.0002448125700126857,-0.2992451228705848
live,21,24,0.00025298156848572464,0.00017804550546377145,-0.2962115519739207
advance,7,8,8.432718949524154e-05,5.934850182125715e-05,-0.2962115519739206
agreement,7,8,8.432718949524154e-05,5.934850182125715e-05,-0.2962115519739206
nonverbal,7,8,8.432718949524154e-05,5.934850182125715e-05,-0.2962115519739206
reliability,7,8,8.432718949524154e-05,5.934850182125715e-05,-0.2962115519739206
someone,7,8,8.432718949524154e-05,5.934850182125715e-05,-0.2962115519739206
transparent,7,8,8.432718949524154e-05,5.934850182125715e-05,-0.2962115519739206
attributes,14,16,0.00016865437899048308,0.0001186970036425143,-0.2962115519739206
functions,14,16,0.00016865437899048308,0.0001186970036425143,-0.2962115519739206
presentation,14,16,0.00016865437899048308,0.0001186970036425143,-0.2962115519739206
addition,55,63,0.0006625707746054692,0.00046736945184240006,-0.2946120327738613
confederacy,13,15,0.00015660763763402,0.00011127844091485716,-0.2894443553582852
know,19,22,0.00022888808577279846,0.00016320838000845716,-0.286951177657788
draw,31,36,0.0003734489820503554,0.00026706825819565715,-0.2848601253928548
blocks,6,7,7.228044813877847e-05,5.1929939093600006e-05,-0.28154929264004397
constitutional,6,7,7.228044813877847e-05,5.1929939093600006e-05,-0.28154929264004397
happens,6,7,7.228044813877847e-05,5.1929939093600006e-05,-0.28154929264004397
matching,6,7,7.228044813877847e-05,5.1929939093600006e-05,-0.28154929264004397
selected,6,7,7.228044813877847e-05,5.1929939093600006e-05,-0.28154929264004397
representing,24,28,0.00028912179255511386,0.00020771975637440002,-0.28154929264004397
helps,23,27,0.0002770750511986508,0.00020030119364674288,-0.2770868658862554
historical,51,60,0.0006143838091796169,0.0004451137636594286,-0.2755118917378594
numbers,105,124,0.001264907842428623,0.0009199017782294858,-0.27275193703971784
serve,11,13,0.00013251415492109386,9.644131545954287e-05,-0.2722187639730316
provides,33,39,0.00039754246476328154,0.0002893239463786286,-0.2722187639730316
literature,16,19,0.00019274786170340923,0.00014095269182548572,-0.26871981572290193
reasons,16,19,0.00019274786170340923,0.00014095269182548572,-0.26871981572290193
responses,16,19,0.00019274786170340923,0.00014095269182548572,-0.26871981572290193
components,31,37,0.0003734489820503554,0.0002744868209233143,-0.2649951288759897
using,290,348,0.0034935549933742924,0.002581659829224686,-0.26102212957261667
demonstrating,5,6,6.0233706782315383e-05,4.451137636594286e-05,-0.2610221295726166
dividing,5,6,6.0233706782315383e-05,4.451137636594286e-05,-0.2610221295726166
equator,5,6,6.0233706782315383e-05,4.451137636594286e-05,-0.2610221295726166
gifts,5,6,6.0233706782315383e-05,4.451137636594286e-05,-0.2610221295726166
label,5,6,6.0233706782315383e-05,4.451137636594286e-05,-0.2610221295726166
opaque,5,6,6.0233706782315383e-05,4.451137636594286e-05,-0.2610221295726166
pace,5,6,6.0233706782315383e-05,4.451137636594286e-05,-0.2610221295726166
prepared,5,6,6.0233706782315383e-05,4.451137636594286e-05,-0.2610221295726166
speeches,5,6,6.0233706782315383e-05,4.451137636594286e-05,-0.2610221295726166
stable,5,6,6.0233706782315383e-05,4.451137636594286e-05,-0.2610221295726166
vertices,5,6,6.0233706782315383e-05,4.451137636594286e-05,-0.2610221295726166
authors,10,12,0.00012046741356463077,8.902275273188572e-05,-0.2610221295726166
relevant,24,29,0.00028912179255511386,0.00021513831910205717,-0.25589033880575984
terms,33,40,0.00039754246476328154,0.00029674250910628573,-0.25355770663900673
depending,14,17,0.00016865437899048308,0.00012611556637017143,-0.2522247739722907
graph,14,17,0.00016865437899048308,0.00012611556637017143,-0.2522247739722907
temperature,14,17,0.00016865437899048308,0.00012611556637017143,-0.2522247739722907
awareness,42,51,0.0005059631369714493,0.0003783466991105143,-0.2522247739722907
determine,70,85,0.0008432718949524154,0.0006305778318508572,-0.25222477397229065
songs,32,39,0.00038549572340681846,0.0002893239463786286,-0.2494756003471888
capital,9,11,0.00010842067220816769,8.160419000422858e-05,-0.24733735419433175
ethnic,9,11,0.00010842067220816769,8.160419000422858e-05,-0.24733735419433175
foster,9,11,0.00010842067220816769,8.160419000422858e-05,-0.24733735419433175
separate,9,11,0.00010842067220816769,8.160419000422858e-05,-0.24733735419433175
complete,18,22,0.00021684134441633538,0.00016320838000845716,-0.24733735419433175
simple,58,71,0.0006987109986748585,0.0005267179536636572,-0.24615763217896242
question,22,27,0.0002650283098421877,0.00020030119364674288,-0.2442271779719943
unique,26,32,0.00031321527526804,0.0002373940072850286,-0.24207397904883757
developed,39,48,0.00046982291290206,0.0003560910109275429,-0.24207397904883757
plan,39,48,0.00046982291290206,0.0003560910109275429,-0.24207397904883757
division,43,53,0.0005180098783279123,0.0003931838245658286,-0.2409723423904783
answer,17,21,0.0002047946030598723,0.0001557898172808,-0.23928748632475244
emotional,17,21,0.0002047946030598723,0.0001557898172808,-0.23928748632475244
ensure,17,21,0.0002047946030598723,0.0001557898172808,-0.23928748632475244
relationships,76,94,0.0009155523430911938,0.0006973448963997715,-0.2383342124980917
responsibilities,21,26,0.00025298156848572464,0.00019288263091908573,-0.23756251463841405
write,25,31,0.00030116853391157694,0.00022997544455737146,-0.23638953389170386
cognitive,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
compromise,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
cutting,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
depicted,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
developmental,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
held,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
immediate,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
indoor,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
injury,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
leads,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
magnetic,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
occurred,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
ostinato,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
representative,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
resulting,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
translation,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
turns,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
verify,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
worked,4,5,4.818696542585231e-05,3.709281363828572e-05,-0.2302313849714757
items,8,10,9.637393085170462e-05,7.418562727657143e-05,-0.2302313849714757
begin,16,20,0.00019274786170340923,0.00014837125455314287,-0.2302313849714757
equality,16,20,0.00019274786170340923,0.00014837125455314287,-0.2302313849714757
beliefs,27,34,0.0003252620166245031,0.00025223113274034286,-0.2245293952305237
independent,15,19,0.00018070112034694616,0.00014095269182548572,-0.21996780343776204
toward,15,19,0.00018070112034694616,0.00014095269182548572,-0.21996780343776204
responsible,26,33,0.00031321527526804,0.0002448125700126857,-0.21838879089411384
curiosity,11,14,0.00013251415492109386,0.00010385987818720001,-0.21623559197095707
picture,11,14,0.00013251415492109386,0.00010385987818720001,-0.21623559197095707
sections,11,14,0.00013251415492109386,0.00010385987818720001,-0.21623559197095707
surface,22,28,0.0002650283098421877,0.00020771975637440002,-0.21623559197095707
needs,50,64,0.0006023370678231539,0.0004747880145700572,-0.21175693821079108
resources,57,73,0.0006866642573183953,0.0005415550791189715,-0.21132478740937155
interactions,32,41,0.00038549572340681846,0.0003041610718339429,-0.21098716959576258
causes,7,9,8.432718949524154e-05,6.676706454891429e-05,-0.20823799597066073
correspondence,7,9,8.432718949524154e-05,6.676706454891429e-05,-0.20823799597066073
grouped,7,9,8.432718949524154e-05,6.676706454891429e-05,-0.20823799597066073
substances,7,9,8.432718949524154e-05,6.676706454891429e-05,-0.20823799597066073
training,7,9,8.432718949524154e-05,6.676706454891429e-05,-0.20823799597066073
vibration,7,9,8.432718949524154e-05,6.676706454891429e-05,-0.20823799597066073
comparing,14,18,0.00016865437899048308,0.00013353412909782858,-0.20823799597066073
range,21,27,0.00025298156848572464,0.00020030119364674288,-0.20823799597066073
reflection,21,27,0.00025298156848572464,0.00020030119364674288,-0.20823799597066073
events,86,111,0.0010360197566558246,0.000823460462769943,-0.20516915099380273
equal,37,48,0.00044572943018913384,0.0003560910109275429,-0.20110500494336933
bring,10,13,0.00012046741356463077,9.644131545954287e-05,-0.19944064037033465
soil,10,13,0.00012046741356463077,9.644131545954287e-05,-0.19944064037033465
choices,53,69,0.000638477291892543,0.0005118808282083429,-0.1982787254797256
details,23,30,0.0002770750511986508,0.0002225568818297143,-0.19676318431806158
significance,13,17,0.00015660763763402,0.00012611556637017143,-0.19470360273939
cultural,58,76,0.0006987109986748585,0.0005638107673019429,-0.19307014148734006
material,19,25,0.00022888808577279846,0.0001854640681914286,-0.1897172473383954
future,21,28,0.00025298156848572464,0.00020771975637440002,-0.1789134773029074
cooperative,6,8,7.228044813877847e-05,5.934850182125715e-05,-0.17891347730290738
measures,6,8,7.228044813877847e-05,5.934850182125715e-05,-0.17891347730290738
computer,12,16,0.00014456089627755693,0.0001186970036425143,-0.17891347730290738
larger,12,16,0.00014456089627755693,0.0001186970036425143,-0.17891347730290738
compose,9,12,0.00010842067220816769,8.902275273188572e-05,-0.17891347730290735
flight,9,12,0.00010842067220816769,8.902275273188572e-05,-0.17891347730290735
sets,9,12,0.00010842067220816769,8.902275273188572e-05,-0.17891347730290735
